Gene	logFC	P.Value	nes	pval	Eigen_centrality	Eigen_directed_centrality	Eigen_reverse_centrality	Page_rank	page_rank_directed	Page_rank_reverse	TF
MZT1	0.70016521222883	0.0897063787232197	0	1	0	0	0	0	0	0	FALSE
MZT2A; PHGDH; MZT2B	-0.174516278181722	0.578886316909981	0	1	0	0	0	0	0	0	FALSE
MZT2B	-0.00747954632175674	0.930928759719981	0	1	0	0	0	0	0	0	FALSE
MZT2B; MZT2A; MIR4784	0.0993424252987731	0.15504722402146	0	1	0	0	0	0	0	0	FALSE
N4BP1	-0.0628904723409525	0.431062539629378	0	1	0	0	0	0	0	0	FALSE
N4BP2	-0.226378476246266	0.0125393259151314	0	1	0	0	0	0	0	0	FALSE
N4BP2L1	-0.025217941576538	0.925945094609765	0	1	0	0	0	0	0	0	FALSE
N4BP2L2	-0.0625978368504811	0.608328767122852	0	1	0	0	0	0	0	0	FALSE
N4BP2L2-IT2	0.14700440617081	0.0568883998085493	0	1	0	0	0	0	0	0	FALSE
N4BP3	-0.0805622988832733	0.310852446242229	0	1	0	0	0	0	0	0	FALSE
N6AMT1	0.12728327372293	0.239998353560534	0	1	0	0	0	0	0	0	FALSE
N6AMT2	0.0872719328895011	0.404276041497675	0	1	0	0	0	0	0	0	FALSE
NAA10	0.107929878290304	0.136552476653114	0	1	0	0	0	0	0	0	FALSE
NAA11	0.00213193499454567	0.988690448793822	0	1	0	0	0	0	0	0	FALSE
NAA15	0.0390279956532162	0.825404156851444	0	1	0	0	0	0	0	0	FALSE
NAA16	-0.317387420896772	0.117189632266559	0	1	0	0	0	0	0	0	FALSE
NAA20	-0.0846389660922591	0.708626307503114	0	1	0	0	0	0	0	0	FALSE
NAA25	-0.197800406902044	0.028353726252696	0	1	0	0	0	0	0	0	FALSE
NAA30	-0.150066096650647	0.302187424832868	0	1	0	0	0	0	0	0	FALSE
NAA35	-0.167265299906939	0.0299552985503361	0	1	0	0	0	0	0	0	FALSE
NAA38	-0.16092408928481	0.228112328824432	0	1	0	0	0	0	0	0	FALSE
NAA40	-0.0177078906143655	0.879952823995414	0	1	0	0	0	0	0	0	FALSE
NAA50	0.155295751416422	0.594985028309531	0	1	0	0	0	0	0	0	FALSE
NAA60	0.0768472951700545	0.51543700131225	0	1	0	0	0	0	0	0	FALSE
NAAA	0.310494920980034	0.00146710185906119	0	1	0	0	0	0	0	0	FALSE
NAALAD2	-0.158161602915452	0.0238577926616623	0	1	0	0	0	0	0	0	FALSE
NAALADL1	0.0487046385720795	0.859072519371764	0	1	0	0	0	0	0	0	FALSE
NAALADL2	-0.00318750480593	0.965191074842559	0	1	0	0	0	0	0	0	FALSE
NAALADL2-AS3	0.00324876835098875	0.973597974398291	0	1	0	0	0	0	0	0	FALSE
NAB1	-0.0321914199642714	0.797058947603904	0	1	0	0	0	0	0	0	FALSE
NAB2	-0.116992507914868	0.335912651997324	0	1	0	0	0	0	0	0	FALSE
NABP1	-0.16500747934837	0.528186539248708	0	1	0	0	0	0	0	0	FALSE
NABP2	0.122361985817904	0.520692234796397	0	1	0	0	0	0	0	0	FALSE
NACA	0.0793095735229694	0.709481526181118	0	1	0	0	0	0	0	0	FALSE
NACA2	0.340966428830881	0.211074910077524	0	1	0	0	0	0	0	0	FALSE
NACAD	-0.21260934206569	0.213888531835185	0	1	0	0	0	0	0	0	FALSE
NACAP1	0.418004602941448	0.00560707887018147	0	1	0	0	0	0	0	0	FALSE
NACC1	0.112447053090459	0.0929341381758186	0	1	0	0	0	0	0	0	FALSE
NACC2	0.106156432928922	0.566479166111681	0	1	0	0	0	0	0	0	FALSE
NADK	-0.0354665996346262	0.899953977489665	0	1	0	0	0	0	0	0	FALSE
NADK2	0.027894821571687	0.720726473066516	0	1	0	0	0	0	0	0	FALSE
NADK2-AS1	0.0946715009449761	0.301624511825313	0	1	0	0	0	0	0	0	FALSE
NADSYN1	-0.0160211740958012	0.850553039267524	0	1	0	0	0	0	0	0	FALSE
NAE1	0.0612243468367231	0.462854196651797	0	1	0	0	0	0	0	0	FALSE
NAF1	-0.0866048041791099	0.738116937614171	0	1	0	0	0	0	0	0	FALSE
NAG18	-0.422912813671967	0.0850909253298421	0	1	0	0	0	0	0	0	FALSE
NAGA	-0.0644511021613265	0.819038651371291	0	1	0	0	0	0	0	0	FALSE
NAGK	0.158733056557139	0.0151922101234388	0	1	0	0	0	0	0	0	FALSE
NAGLU	-0.10407984266328	0.307621054025881	0	1	0	0	0	0	0	0	FALSE
NAGPA	-0.122072690626647	0.628193309663599	0	1	0	0	0	0	0	0	FALSE
NAGS	-0.0618737567784418	0.693012057816673	0	1	0	0	0	0	0	0	FALSE
NAIF1	-0.144930014714547	0.499409043146233	0	1	0	0	0	0	0	0	FALSE
NAIP	0.277890408701611	0.155140772251169	0	1	0	0	0	0	0	0	FALSE
NALCN	-0.207273751183478	0.102021859505271	0	1	0	0	0	0	0	0	FALSE
NALCN-AS1	-0.0387231838513795	0.751349375412807	0	1	0	0	0	0	0	0	FALSE
NAMPT	0.220953549359977	0.00110490266861805	0	1	0	0	0	0	0	0	FALSE
NANOG	-0.103278585491235	0.122342105209774	0	1	0	0	0	0	0	0	FALSE
NANOGNB	-0.108961354796059	0.25517259807636	0	1	0	0	0	0	0	0	FALSE
NANOS1	0.101509996121504	0.188808473867331	0	1	0	0	0	0	0	0	FALSE
NANOS2	-0.269843244465938	0.00253922897387743	0	1	0	0	0	0	0	0	FALSE
NANOS3	0.0308004497725889	0.831560200927389	0	1	0	0	0	0	0	0	FALSE
NANP	0.0524226455550985	0.728318633811612	0	1	0	0	0	0	0	0	FALSE
NANS	0.160612513710952	0.30881994159745	0	1	0	0	0	0	0	0	FALSE
NAP1L1	-0.0192808134282663	0.925880464793343	0	1	0	0	0	0	0	0	FALSE
NAP1L2	0.0233266248500179	0.778490230046484	0	1	0	0	0	0	0	0	FALSE
NAP1L3	0.129256334987743	0.374031956900808	0	1	0	0	0	0	0	0	FALSE
NAP1L4	-0.140598636261186	0.195183895285829	0	1	0	0	0	0	0	0	FALSE
NAP1L5	0.249910748838429	0.253904676432791	0	1	0	0	0	0	0	0	FALSE
NAPA	-0.0751375707314343	0.552367137828638	0	1	0	0	0	0	0	0	FALSE
NAPA-AS1	-0.0127379154234561	0.917287560234426	0	1	0	0	0	0	0	0	FALSE
NAPB	-0.233032520321821	0.51089415139138	0	1	0	0	0	0	0	0	FALSE
NAPEPLD	-0.157947902973789	0.0656238262904384	0	1	0	0	0	0	0	0	FALSE
NAPG	-0.230440362883033	0.403395594790375	0	1	0	0	0	0	0	0	FALSE
NAPRT	-0.610243192762177	0.0572351455088452	0	1	0	0	0	0	0	0	FALSE
NAPSA	-0.264604223192413	0.0858792288718377	0	1	0	0	0	0	0	0	FALSE
NAPSB	0.0932230857857768	0.74955462753567	0	1	0	0	0	0	0	0	FALSE
NARF	0.0904894364664857	0.602272041485795	0	1	0	0	0	0	0	0	FALSE
NARFL	0.0924145430809649	0.146632448547558	0	1	0	0	0	0	0	0	FALSE
NARR; RAB34	-0.503607175208126	0.000369350836380432	0	1	0	0	0	0	0	0	FALSE
NARS	-0.052300425740988	0.477680115983235	0	1	0	0	0	0	0	0	FALSE
NARS2	0.0694455307621853	0.45932427851376	0	1	0	0	0	0	0	0	FALSE
NASP	0.114082854864927	0.242590258296492	0	1	0	0	0	0	0	0	FALSE
NAT1	-0.0671134973279503	0.762841086954958	0	1	0	0	0	0	0	0	FALSE
NAT10	0.364656067441827	0.124127742998077	0	1	0	0	0	0	0	0	FALSE
NAT14	0.0387200713889646	0.558494324710666	0	1	0	0	0	0	0	0	FALSE
NAT16	-0.00645927167493138	0.982989887443858	0	1	0	0	0	0	0	0	FALSE
NAT2	-0.113895476962907	0.135506294166443	0	1	0	0	0	0	0	0	FALSE
NAT6	0.280623973356082	0.0043541347530688	0	1	0	0	0	0	0	0	FALSE
NAT8; NAT8B	0.0506870953474374	0.869669671194453	0	1	0	0	0	0	0	0	FALSE
NAT8B	0.0389568991550115	0.886723473512902	0	1	0	0	0	0	0	0	FALSE
NAT8L	0.109043275209642	0.772887917233618	0	1	0	0	0	0	0	0	FALSE
NAT9	-0.38763620365987	0.103798041855496	0	1	0	0	0	0	0	0	FALSE
NATD1	0.0239374885694312	0.931299857689526	0	1	0	0	0	0	0	0	FALSE
NAV1	-0.150953445624357	0.0858974334793277	0	1	0	0	0	0	0	0	FALSE
NAV2	-0.154042584865803	0.444300189802422	0	1	0	0	0	0	0	0	FALSE
NAV2-AS2	0.0746888617064985	0.718726335179233	0	1	0	0	0	0	0	0	FALSE
NAV2-AS4	0.428984652689051	0.00602630578794381	0	1	0	0	0	0	0	0	FALSE
NAV2-AS5	0.238671813253443	0.0324247065100943	0	1	0	0	0	0	0	0	FALSE
NAV2-IT1	0.0466942319148362	0.598065905183276	0	1	0	0	0	0	0	0	FALSE
NAV3	-0.0900085211309219	0.705970971493507	0	1	0	0	0	0	0	0	FALSE
NBAS	0.0809949975085784	0.764771060954434	0	1	0	0	0	0	0	0	FALSE
NBAT1	0.118110454534412	0.523911274286175	0	1	0	0	0	0	0	0	FALSE
NBEA	-0.226414609867717	0.527821926788782	0	1	0	0	0	0	0	0	FALSE
NBEAL1	-0.189873140120513	0.011339057455235	0	1	0	0	0	0	0	0	FALSE
NBEAL2	0.0361969230103241	0.768288202842389	0	1	0	0	0	0	0	0	FALSE
NBEAP1	0.224753034238612	0.157212127204429	0	1	0	0	0	0	0	0	FALSE
NBL1	-0.0600339045060561	0.777638494408098	0	1	0	0	0	0	0	0	FALSE
NBN	0.124267548380959	0.424061113450544	0	1	0	0	0	0	0	0	FALSE
NBPF1	0.112235027143739	0.276910518731527	0	1	0	0	0	0	0	0	FALSE
NBPF10; NBPF14; NBPF9; NBPF26	0.16471376315412	0.233522158077943	0	1	0	0	0	0	0	0	FALSE
NBPF10; NBPF8; NBPF11	-0.15210658390802	0.451396896864095	0	1	0	0	0	0	0	0	FALSE
NBPF11	0.376104745355693	0.000262617329136749	0	1	0	0	0	0	0	0	FALSE
NBPF12; NBPF8; NBPF14; NBPF20; NBPF15; NBPF9; NBPF10	0.0126645275505464	0.865726530713022	0	1	0	0	0	0	0	0	FALSE
NBPF14; NBPF11; NBPF26; NBPF9; NBPF20; NBPF10; NBPF19; NBPF25P; NBPF8; NBPF15	-0.117030595943947	0.616145322864811	0	1	0	0	0	0	0	0	FALSE
NBPF14; NBPF8; NBPF9; NBPF11; NBPF10; NBPF20; NBPF12; NBPF15	-0.440949126006764	0.0383632115375191	0	1	0	0	0	0	0	0	FALSE
NBPF15; NBPF1; LOC102724250; NBPF26; NBPF12; NBPF9; NBPF8; NBPF14; NBPF10; NBPF11	-0.555193685310801	5.06106266901718e-05	0	1	0	0	0	0	0	0	FALSE
NBPF20	-0.224477379219536	0.101539248911656	0	1	0	0	0	0	0	0	FALSE
NBPF26; NBPF10; NBPF14	0.666739029884962	0.0170756479571608	0	1	0	0	0	0	0	0	FALSE
NBPF26; NBPF14; NBPF19; NBPF15; LOC102724250; NBPF1; NBPF10; NBPF11	0.096854154746425	0.270840770495483	0	1	0	0	0	0	0	0	FALSE
NBPF3	0.095856540943597	0.64285461810538	0	1	0	0	0	0	0	0	FALSE
NBPF4	-0.225294322184055	0.189222097795725	0	1	0	0	0	0	0	0	FALSE
NBPF5P	0.0366765324206995	0.746549508263742	0	1	0	0	0	0	0	0	FALSE
NBPF8	-0.161691535037195	0.164441396329096	0	1	0	0	0	0	0	0	FALSE
NBR1	-0.136663950304814	0.0307521112292372	0	1	0	0	0	0	0	0	FALSE
NBR2	0.103756015841427	0.274961597718001	0	1	0	0	0	0	0	0	FALSE
NCALD	-0.0983176494924107	0.698137311416798	0	1	0	0	0	0	0	0	FALSE
NCAM1	0.0514080366020986	0.7279936190767	0	1	0	0	0	0	0	0	FALSE
NCAM2	-0.256357100822177	0.338300263922283	0	1	0	0	0	0	0	0	FALSE
NCAN	-0.267589998063833	0.0138960105755976	0	1	0	0	0	0	0	0	FALSE
NCAPD2	0.169953019171353	0.289796367904004	0	1	0	0	0	0	0	0	FALSE
NCAPD3	0.0888618530914362	0.492805582686256	0	1	0	0	0	0	0	0	FALSE
NCAPG	0.216909655090027	0.0525943091926625	0	1	0	0	0	0	0	0	FALSE
NCAPG2	-0.170530067242527	0.0331367461005557	0	1	0	0	0	0	0	0	FALSE
NCAPH	0.213293719305188	0.527547725901538	0	1	0	0	0	0	0	0	FALSE
NCAPH2	0.187139774769319	0.0121116236397495	0	1	0	0	0	0	0	0	FALSE
NCBP1	-0.41691738678023	0.218145653972557	0	1	0	0	0	0	0	0	FALSE
NCBP2	0.108151009506666	0.277521987551061	0	1	0	0	0	0	0	0	FALSE
NCBP2-AS2	-0.0822205100961391	0.343715410145584	0	1	0	0	0	0	0	0	FALSE
NCDN	0.0338991263067847	0.89629933640977	0	1	0	0	0	0	0	0	FALSE
NCEH1	-0.109399421822519	0.39366164551329	0	1	0	0	0	0	0	0	FALSE
NCF1	-0.298421800276633	0.16984940380769	0	1	0	0	0	0	0	0	FALSE
NCF1B; NCF1; NCF1C	-0.0956851822520678	0.629173096024038	0	1	0	0	0	0	0	0	FALSE
NCF2	0.0799576101552946	0.394917607772448	0	1	0	0	0	0	0	0	FALSE
NCF4	0.296292540210405	0.00263981253517384	0	1	0	0	0	0	0	0	FALSE
NCK1	-0.073340926676674	0.219055551348195	0	1	0	0	0	0	0	0	FALSE
NCK1-AS1	0.354815532316718	0.0331996260426224	0	1	0	0	0	0	0	0	FALSE
NCK2	0.303130409154623	0.00656427864526383	0	1	0	0	0	0	0	0	FALSE
NCKAP1	-0.502725033156258	0.00894945418696983	0	1	0	0	0	0	0	0	FALSE
NCKAP1L	0.0464186400527007	0.871057244835143	0	1	0	0	0	0	0	0	FALSE
NCKAP5	-0.13806463982748	0.35852533178347	0	1	0	0	0	0	0	0	FALSE
NCKAP5L	-0.0838833814769435	0.363526503132856	0	1	0	0	0	0	0	0	FALSE
NCKIPSD	0.061157977046383	0.353021602236366	0	1	0	0	0	0	0	0	FALSE
NCL	-0.120517118001384	0.661213568759486	0	1	0	0	0	0	0	0	FALSE
NCLN	0.0897637515496443	0.255183609211489	0	1	0	0	0	0	0	0	FALSE
NCOA1	0.225467485906697	0.198561833098114	0	1	0	0	0	0	0	0	FALSE
NCOA2	0.0879845469638836	0.260627830253276	0	1	0	0	0	0	0	0	FALSE
NCOA3	-0.2215885492417	0.415943209473062	0	1	0	0	0	0	0	0	FALSE
NCOA4	-0.0462993305980701	0.68724520387167	0	1	0	0	0	0	0	0	FALSE
NCOA5	-0.14300931739272	0.401701188385281	0	1	0	0	0	0	0	0	FALSE
NCOA6	0.0988331113892436	0.415606132647709	0	1	0	0	0	0	0	0	FALSE
NCOA7	0.231223957869167	0.000116521283196936	0	1	0	0	0	0	0	0	FALSE
NCOR1	-0.00241124254820235	0.97126688967858	0	1	0	0	0	0	0	0	FALSE
NCOR2	0.0160566644660582	0.952730720288553	0	1	0	0	0	0	0	0	FALSE
NCR1	0.378097811612937	0.206965296401295	0	1	0	0	0	0	0	0	FALSE
NCR2	0.116514363832658	0.0653523889723083	0	1	0	0	0	0	0	0	FALSE
NCR3	-0.514413376035742	0.20174561032082	0	1	0	0	0	0	0	0	FALSE
NCR3LG1	0.0602499156572072	0.564980577289304	0	1	0	0	0	0	0	0	FALSE
NCS1	-0.178865386813896	0.105974862784251	0	1	0	0	0	0	0	0	FALSE
NCSTN	-0.138428107430792	0.649220270622054	0	1	0	0	0	0	0	0	FALSE
ND2	-0.0630434222279606	0.636678670775712	0	1	0	0	0	0	0	0	FALSE
ND4	0.229236551284727	0.053879765224041	0	1	0	0	0	0	0	0	FALSE
ND5	0.0303776520567589	0.91714162139143	0	1	0	0	0	0	0	0	FALSE
ND6	0.290603776526442	0.0911635408269834	0	1	0	0	0	0	0	0	FALSE
NDC1	0.247311726249571	0.0141183867014563	0	1	0	0	0	0	0	0	FALSE
NDC80	-0.262771447886043	0.108355927630831	0	1	0	0	0	0	0	0	FALSE
NDE1	0.376434772804964	0.00177355382992396	0	1	0	0	0	0	0	0	FALSE
NDEL1	-0.307543141476374	0.0881912845606405	0	1	0	0	0	0	0	0	FALSE
NDFIP1	0.668515181023815	0.00322900610121128	0	1	0	0	0	0	0	0	FALSE
NDFIP2	-0.343076356213995	0.206232424281767	0	1	0	0	0	0	0	0	FALSE
NDN	0.277973151248045	0.00308077624514406	0	1	0	0	0	0	0	0	FALSE
NDNF	0.102509565144548	0.701551547993923	0	1	0	0	0	0	0	0	FALSE
NDNL2	0.155363858769653	0.0371856825500998	0	1	0	0	0	0	0	0	FALSE
NDOR1	-0.0576426149420066	0.667615521000377	0	1	0	0	0	0	0	0	FALSE
NDP	0.109284099427224	0.16451526532951	0	1	0	0	0	0	0	0	FALSE
NDRG1	0.0727308411110154	0.759458674702692	0	1	0	0	0	0	0	0	FALSE
NDRG2	-0.153409165496779	0.51398300101269	0	1	0	0	0	0	0	0	FALSE
NDRG3	-0.000815849045787909	0.995363186692329	0	1	0	0	0	0	0	0	FALSE
NDRG4	0.430012593306682	0.09280001946192	0	1	0	0	0	0	0	0	FALSE
NDST1	0.226441520817877	0.309324590665884	0	1	0	0	0	0	0	0	FALSE
NDST2	0.146805604555471	0.123750371026804	0	1	0	0	0	0	0	0	FALSE
NDST3	0.133564700076936	0.460244788490349	0	1	0	0	0	0	0	0	FALSE
NDST4	-0.0533788597419562	0.727441293403676	0	1	0	0	0	0	0	0	FALSE
NDUFA1	-0.146514630775716	0.0962689367192149	0	1	0	0	0	0	0	0	FALSE
NDUFA10	-0.34614794192721	0.102813157754075	0	1	0	0	0	0	0	0	FALSE
NDUFA11	-0.175528915747943	0.488277539286137	0	1	0	0	0	0	0	0	FALSE
NDUFA12	-0.290753598441445	0.260584914017954	0	1	0	0	0	0	0	0	FALSE
NDUFA13	0.273291892079288	0.137877878259109	0	1	0	0	0	0	0	0	FALSE
NDUFA2	0.0792667887401195	0.500200834477816	0	1	0	0	0	0	0	0	FALSE
NDUFA3	-0.14803421011079	0.189473671170997	0	1	0	0	0	0	0	0	FALSE
NDUFA4	0.0569735311865225	0.533344443896489	0	1	0	0	0	0	0	0	FALSE
NDUFA4L2	0.119518295143428	0.702579169255691	0	1	0	0	0	0	0	0	FALSE
NDUFA5	-0.224659365877154	0.00184002044911711	0	1	0	0	0	0	0	0	FALSE
NDUFA6	0.0236607938566773	0.926895657568322	0	1	0	0	0	0	0	0	FALSE
NDUFA7	-0.260180214209841	0.227636998229833	0	1	0	0	0	0	0	0	FALSE
NDUFA8	0.123601351286553	0.422047949197541	0	1	0	0	0	0	0	0	FALSE
NDUFA9	-0.234637931577848	0.444282693932697	0	1	0	0	0	0	0	0	FALSE
NDUFAB1	0.0588074858218829	0.771951764800203	0	1	0	0	0	0	0	0	FALSE
NDUFAF1	-0.679511276173396	0.282301978211409	0	1	0	0	0	0	0	0	FALSE
NDUFAF2	-0.156161995779541	0.194603692521727	0	1	0	0	0	0	0	0	FALSE
NDUFAF3	-0.121642703873063	0.361894918549898	0	1	0	0	0	0	0	0	FALSE
NDUFAF4	0.153188067536656	0.493196090081683	0	1	0	0	0	0	0	0	FALSE
NDUFAF5	0.00275768875634896	0.989479162966146	0	1	0	0	0	0	0	0	FALSE
NDUFAF6	-0.0699667615564408	0.646827884210045	0	1	0	0	0	0	0	0	FALSE
NDUFAF7	0.0420610317984771	0.583253230122822	0	1	0	0	0	0	0	0	FALSE
NDUFB1	-0.232223728884041	0.357131217687957	0	1	0	0	0	0	0	0	FALSE
NDUFB10	-0.0803150801808687	0.523864889793415	0	1	0	0	0	0	0	0	FALSE
NDUFB11	0.212940561497293	0.0433351973721401	0	1	0	0	0	0	0	0	FALSE
NDUFB2	0.273787758772205	0.0170235945702527	0	1	0	0	0	0	0	0	FALSE
NDUFB2-AS1	-0.0961454837822402	0.618505353686799	0	1	0	0	0	0	0	0	FALSE
NDUFB3	0.114661181639185	0.424509483282751	0	1	0	0	0	0	0	0	FALSE
NDUFB4	-0.0814046725644926	0.629520475582654	0	1	0	0	0	0	0	0	FALSE
NDUFB5	-0.0942222237968491	0.712573971654715	0	1	0	0	0	0	0	0	FALSE
NDUFB6	0.124022482120682	0.168290196997061	0	1	0	0	0	0	0	0	FALSE
NDUFB7	0.0469045388509137	0.805034605103366	0	1	0	0	0	0	0	0	FALSE
NDUFB8	0.166352228707057	0.439669112536788	0	1	0	0	0	0	0	0	FALSE
NDUFB9	0.0205212234110226	0.880854849680118	0	1	0	0	0	0	0	0	FALSE
NDUFC1	0.0446035241268543	0.793635965022276	0	1	0	0	0	0	0	0	FALSE
NDUFC2-KCTD14; NDUFC2	0.313320799501831	0.0485425052444355	0	1	0	0	0	0	0	0	FALSE
NDUFS1	-0.375691380648196	0.12093387891829	0	1	0	0	0	0	0	0	FALSE
NDUFS2	0.267150402691745	0.000176056821199167	0	1	0	0	0	0	0	0	FALSE
NDUFS3	-0.136581749799595	0.419329414411335	0	1	0	0	0	0	0	0	FALSE
NDUFS3; PTPMT1	-0.481626723644585	0.0926435708391841	0	1	0	0	0	0	0	0	FALSE
NDUFS4	-0.131811595075882	0.387098424080731	0	1	0	0	0	0	0	0	FALSE
NDUFS5; RPL10	-0.0741778993532209	0.485138357973305	0	1	0	0	0	0	0	0	FALSE
NDUFS6	0.011807087652246	0.964715798022125	0	1	0	0	0	0	0	0	FALSE
NDUFS7	0.0375656899967656	0.807044334706465	0	1	0	0	0	0	0	0	FALSE
NDUFS8; MIR4691; MIR7113	0.174234041089913	0.377119968650456	0	1	0	0	0	0	0	0	FALSE
NDUFV1	0.0870620215249749	0.681918632700039	0	1	0	0	0	0	0	0	FALSE
NDUFV2	0.281714745792865	0.0649852122286938	0	1	0	0	0	0	0	0	FALSE
NDUFV2-AS1	-0.410982625699276	0.292293823144482	0	1	0	0	0	0	0	0	FALSE
NDUFV3	0.237334098752936	0.00811138514366433	0	1	0	0	0	0	0	0	FALSE
NEAT1; MIR612	0.0331534510212412	0.794647891691507	0	1	0	0	0	0	0	0	FALSE
NEB	0.237777661071775	0.020515832719251	0	1	0	0	0	0	0	0	FALSE
NEBL	0.0212661312301343	0.909511814987406	0	1	0	0	0	0	0	0	FALSE
NEBL-AS1	-0.13724106588788	0.220926493121601	0	1	0	0	0	0	0	0	FALSE
NECAB1	0.123473745622634	0.35567336871644	0	1	0	0	0	0	0	0	FALSE
NECAB2	-0.0924588137617315	0.192643223892614	0	1	0	0	0	0	0	0	FALSE
NECAB3	-0.13416347929637	0.168737391293193	0	1	0	0	0	0	0	0	FALSE
NECAP1	-0.284541703762322	0.0217651072079999	0	1	0	0	0	0	0	0	FALSE
NECAP2	-0.0198522397784822	0.830241086491994	0	1	0	0	0	0	0	0	FALSE
NEDD1	-0.00119296053285334	0.991430022473723	0	1	0	0	0	0	0	0	FALSE
NEDD4	0.275922614363502	0.49634802679015	0	1	0	0	0	0	0	0	FALSE
NEDD4L	-0.00886768966473817	0.907105524332122	0	1	0	0	0	0	0	0	FALSE
NEDD8	-0.143704941103448	0.53975049449263	0	1	0	0	0	0	0	0	FALSE
NEDD8-MDP1; MDP1	0.493206471860442	0.0367313607075388	0	1	0	0	0	0	0	0	FALSE
NEDD9	0.237418228634347	0.147322758223259	0	1	0	0	0	0	0	0	FALSE
NEFH	0.0856113820110815	0.639004008424871	0	1	0	0	0	0	0	0	FALSE
NEFL	0.00306233466092642	0.959840134445606	0	1	0	0	0	0	0	0	FALSE
NEFM	0.136092144587776	0.0351622178110834	0	1	0	0	0	0	0	0	FALSE
NEGR1	-0.0228781496012394	0.829552606581304	0	1	0	0	0	0	0	0	FALSE
NEGR1-IT1	-0.0882058222067645	0.541107984692627	0	1	0	0	0	0	0	0	FALSE
NEIL2	0.0387416863170653	0.667402278021857	0	1	0	0	0	0	0	0	FALSE
NEIL3	-0.175971000543858	0.363308502284392	0	1	0	0	0	0	0	0	FALSE
NEK1	-0.429868763434361	0.0188855516177668	0	1	0	0	0	0	0	0	FALSE
NEK10	0.150498523939355	0.0472556346784529	0	1	0	0	0	0	0	0	FALSE
NEK11	-0.0166431314098721	0.853191609476214	0	1	0	0	0	0	0	0	FALSE
NEK2	-0.313768785458418	0.00642075841635514	0	1	0	0	0	0	0	0	FALSE
NEK3	-0.0801460219945067	0.378489658641341	0	1	0	0	0	0	0	0	FALSE
NEK4	-0.0855334111161277	0.395654537566152	0	1	0	0	0	0	0	0	FALSE
NEK5	-0.0359584247725939	0.674728912951294	0	1	0	0	0	0	0	0	FALSE
NEK6	-0.386795522844053	0.120301201675722	0	1	0	0	0	0	0	0	FALSE
NEK7	0.0846684229376359	0.781508771366459	0	1	0	0	0	0	0	0	FALSE
NEK8	0.20554008872616	0.0435278989689081	0	1	0	0	0	0	0	0	FALSE
NEK9	0.216733237378833	0.165880734883257	0	1	0	0	0	0	0	0	FALSE
NELFA	0.480355068709038	0.0396948480675774	0	1	0	0	0	0	0	0	FALSE
NELFA; MIR943	-0.0899359335220891	0.17651931993818	0	1	0	0	0	0	0	0	FALSE
NELFB	-0.201391766029715	0.386277500171863	0	1	0	0	0	0	0	0	FALSE
NELFCD	0.0434445595071464	0.602924612362387	0	1	0	0	0	0	0	0	FALSE
NELL1	-0.174834123790211	0.221175466208801	0	1	0	0	0	0	0	0	FALSE
NELL2	-0.351389618050707	0.000145010197609576	0	1	0	0	0	0	0	0	FALSE
NEMF	0.129202126912503	0.0244918923704483	0	1	0	0	0	0	0	0	FALSE
NEMP1	-0.175137728444379	0.476348609727017	0	1	0	0	0	0	0	0	FALSE
NEMP2	0.0323405272716393	0.689199823200996	0	1	0	0	0	0	0	0	FALSE
NENF	-0.054327890656665	0.805161633377787	0	1	0	0	0	0	0	0	FALSE
NEO1	0.316485712577211	0.168165200861048	0	1	0	0	0	0	0	0	FALSE
NES	0.18955852616785	0.0878819351669387	0	1	0	0	0	0	0	0	FALSE
NET1	0.0759723137074366	0.589144437144958	0	1	0	0	0	0	0	0	FALSE
NETO1	-0.250545665138654	0.240246727314298	0	1	0	0	0	0	0	0	FALSE
NETO2	-0.13680906844701	0.620988648626862	0	1	0	0	0	0	0	0	FALSE
NEU1	-0.0975894653472915	0.169355692427407	0	1	0	0	0	0	0	0	FALSE
NEU2	-0.0552564612923974	0.700844260670044	0	1	0	0	0	0	0	0	FALSE
NEU3	-0.0909894029149581	0.734599667063154	0	1	0	0	0	0	0	0	FALSE
NEU4	-0.1632552164583	0.332313036039742	0	1	0	0	0	0	0	0	FALSE
NEURL1	-0.0473177303802395	0.736474652975443	0	1	0	0	0	0	0	0	FALSE
NEURL1B	0.028275939397238	0.912415244377135	0	1	0	0	0	0	0	0	FALSE
NEURL2	-0.0302314473328185	0.681173664018024	0	1	0	0	0	0	0	0	FALSE
NEURL3	0.185452758637577	0.403045384408534	0	1	0	0	0	0	0	0	FALSE
NEURL4	-0.00422792850506903	0.974808684205691	0	1	0	0	0	0	0	0	FALSE
NEUROD1	-0.318077499816803	0.221378338160583	0	1	0	0	0	0	0	0	FALSE
NEUROD2	-0.103872247010576	0.41358924299859	0	1	0	0	0	0	0	0	FALSE
NEUROD4	-0.322093555882382	0.0104077764642687	0	1	0	0	0	0	0	0	FALSE
NEUROD6	0.326052916459909	0.220017994267377	0	1	0	0	0	0	0	0	FALSE
NEUROG1	0.161308062438935	0.554673696417588	0	1	0	0	0	0	0	0	FALSE
NEUROG2	0.0824400206232774	0.514522690906384	0	1	0	0	0	0	0	0	FALSE
NEUROG3	-0.00720987159163336	0.975326805730833	0	1	0	0	0	0	0	0	FALSE
NEXN	0.578043729058878	0.0162378606883909	0	1	0	0	0	0	0	0	FALSE
